emp_no,first_name,last_name,birth_date,from_date,to_date,title
100880,Chikara,Thibadeau,1955-12-11,1986-01-11,9999-01-01,Senior Staff
100899,Tse,Zastre,1955-09-03,1996-10-24,9999-01-01,Staff
100933,Uli,Taneja,1955-08-30,1986-03-27,9999-01-01,Staff
100934,Goncalo,Czaja,1955-06-01,1997-01-15,9999-01-01,Engineer
100935,Gererd,Henders,1955-03-26,1991-10-25,9999-01-01,Staff
100949,DeForest,Neimat,1955-11-30,1989-11-03,9999-01-01,Engineer
100965,Lucian,Bultermann,1955-01-25,1990-05-04,9999-01-01,Senior Staff
101000,Vishv,Marrevee,1955-03-24,1986-07-14,9999-01-01,Senior Staff
101014,Pintsang,Jansen,1955-01-31,1998-06-15,9999-01-01,Staff
101015,Spyrose,Rahier,1955-01-06,1993-04-27,9999-01-01,Senior Staff
101018,Shigeu,Serra,1955-01-20,1993-06-16,9999-01-01,Senior Engineer
101028,Kwangho,Jayawardene,1955-11-30,1991-03-05,9999-01-01,Senior Engineer
101032,Niteen,Krogh,1955-03-23,1990-06-19,9999-01-01,Engineer
101033,Zhiwei,Clemencon,1955-11-08,1989-03-29,9999-01-01,Senior Staff
101034,Elgin,Tyugu,1955-05-09,1985-04-14,9999-01-01,Engineer
101067,Kerhong,Schmittgen,1955-12-07,1998-10-12,9999-01-01,Assistant Engineer
101072,Jiong,Carrera,1955-06-23,1994-11-03,9999-01-01,Staff
101078,Fusako,Zedlitz,1955-08-01,1996-06-22,9999-01-01,Senior Engineer
101096,Make,Zaccaria,1955-06-28,1995-07-04,9999-01-01,Senior Engineer
101116,Danny,Strandh,1955-09-14,1995-01-10,9999-01-01,Senior Staff
101140,Shahar,Bottner,1955-05-16,1993-09-17,9999-01-01,Staff
101187,Breannda,Schwartzbauer,1955-07-09,1995-06-22,9999-01-01,Senior Engineer
101193,Fen,Rabejac,1955-04-12,1985-11-06,9999-01-01,Senior Engineer
101203,Subhrajyoti,Thambidurai,1955-06-04,1989-12-06,9999-01-01,Senior Staff
101232,Becky,Viele,1955-11-23,1996-07-29,9999-01-01,Assistant Engineer
101250,Shaleah,Bail,1955-06-16,1993-11-16,9999-01-01,Staff
101270,Tsutomu,Nitto,1955-12-22,1992-08-22,9999-01-01,Staff
101284,Itzchak,Douceur,1955-01-19,1998-06-07,9999-01-01,Senior Staff
101290,Richara,Busillo,1955-04-21,1994-06-06,9999-01-01,Staff
101294,Sakthirel,Speel,1955-05-21,1987-03-31,9999-01-01,Engineer
101351,Guttorm,Himler,1955-01-05,1992-10-16,9999-01-01,Engineer
101385,Maia,Vickson,1955-09-26,1999-06-27,9999-01-01,Technique Leader
101407,Foong,Muhlberg,1955-12-02,1990-10-02,9999-01-01,Senior Staff
101412,Nathan,Baaleh,1955-03-16,1988-06-10,9999-01-01,Senior Staff
101418,Khaled,Gulla,1955-10-19,1998-10-01,9999-01-01,Engineer
101460,Kristian,Zaccaria,1955-12-02,1992-08-14,9999-01-01,Senior Staff
101466,Stabislas,Zobel,1955-05-01,2001-08-09,9999-01-01,Senior Engineer
101484,Masanao,Trelles,1955-07-02,1993-04-29,9999-01-01,Senior Engineer
101501,Rosalie,Vecchi,1955-10-16,1985-12-26,9999-01-01,Technique Leader
101503,Boaz,Bratten,1955-06-30,2001-07-31,9999-01-01,Staff
101537,Luigi,Cyre,1955-08-16,1985-09-28,9999-01-01,Senior Engineer
101558,Wojceich,Tischendorf,1955-03-26,1985-02-24,9999-01-01,Senior Engineer
101574,Ohad,Molenaar,1955-04-12,1995-07-23,9999-01-01,Senior Staff
101608,Girolamo,Mundy,1955-10-14,1989-08-31,9999-01-01,Senior Staff
101637,Subir,Azuma,1955-04-06,1995-03-30,9999-01-01,Staff
101638,Gaurav,Conta,1955-06-25,1996-07-07,9999-01-01,Engineer
101657,Krisda,Herath,1955-01-05,1995-07-14,9999-01-01,Senior Staff
101670,Moriyoshi,Weisert,1955-01-02,1991-12-02,9999-01-01,Senior Staff
101704,Hideyuki,Berendt,1955-11-21,1991-08-06,9999-01-01,Engineer
101719,Nadjib,Wolniewicz,1955-10-10,1986-06-03,9999-01-01,Senior Engineer
101787,Shunichi,Muhling,1955-03-21,1988-07-28,9999-01-01,Senior Engineer
101843,Bedrich,Cannard,1955-05-05,1990-06-24,9999-01-01,Senior Staff
101845,Giordano,Pouyioutas,1955-11-20,1994-07-19,9999-01-01,Senior Staff
101848,Jouko,Kolinko,1955-03-08,1996-04-25,9999-01-01,Senior Staff
101869,Zhanqiu,Siprelle,1955-04-27,1986-12-26,9999-01-01,Staff
101878,Tetsushi,Stroustrup,1955-07-06,1991-01-16,9999-01-01,Staff
101887,Zhonghua,McAlpine,1955-02-16,1987-09-05,9999-01-01,Senior Engineer
101895,Aruna,Bodoff,1955-02-13,2001-12-29,9999-01-01,Staff
101941,Oscal,Litzkow,1955-03-02,1999-08-05,9999-01-01,Senior Staff
101949,Foong,Pettis,1955-09-04,1986-05-12,9999-01-01,Engineer
101957,Kerhong,Egerstedt,1955-01-17,1997-12-11,9999-01-01,Staff
101963,Lorien,Hofting,1955-05-22,1998-04-01,9999-01-01,Engineer
102028,Yunming,Thiran,1955-04-22,1995-05-31,9999-01-01,Senior Engineer
102034,Jixiang,Bakhtari,1955-05-12,1997-03-08,9999-01-01,Engineer
102140,Sumant,Detkin,1955-12-09,1999-07-06,9999-01-01,Engineer
102146,Bader,Rubsam,1955-06-29,1991-08-10,9999-01-01,Senior Staff
102208,Sudhanshu,Ciolek,1955-06-14,1994-02-23,9999-01-01,Engineer
102219,Pranav,Swiler,1955-04-07,1990-09-24,9999-01-01,Engineer
102237,Stafford,Domenig,1955-03-08,1991-11-02,9999-01-01,Senior Staff
102252,Karlis,Chiodo,1955-12-27,1996-07-08,9999-01-01,Senior Staff
102257,Stella,Tsukune,1955-06-18,1986-07-28,9999-01-01,Senior Engineer
102283,Elzbieta,Terwilliger,1955-01-20,2000-01-19,9999-01-01,Engineer
102286,Cedric,Chachaty,1955-10-01,1988-06-08,9999-01-01,Staff
102288,Babette,Kusalik,1955-11-04,1995-05-06,9999-01-01,Staff
102292,Fumiyo,Peltason,1955-05-09,1987-10-28,9999-01-01,Technique Leader
102298,Tianruo,Selenyi,1955-01-15,2000-01-26,9999-01-01,Engineer
102322,Garnet,Pesch,1955-09-11,2001-10-31,9999-01-01,Engineer
102336,Frazer,Schlenzig,1955-08-11,1985-06-14,9999-01-01,Engineer
102348,Chaitali,Francisci,1955-04-25,1995-02-25,9999-01-01,Technique Leader
102372,Maik,Jahnichen,1955-10-02,1990-01-12,9999-01-01,Senior Engineer
102394,Qiwen,Demri,1955-04-05,1995-01-25,9999-01-01,Senior Staff
102398,Jiann,Ossenbruggen,1955-02-21,1998-01-06,9999-01-01,Engineer
102542,Subbu,Theuretzbacher,1955-02-19,1992-11-11,9999-01-01,Staff
102552,Danai,Delgrande,1955-06-10,1990-11-06,9999-01-01,Senior Staff
102597,Waiman,Vidal,1955-09-24,1990-02-06,9999-01-01,Engineer
102616,Gennadi,Lores,1955-10-17,1999-04-21,9999-01-01,Engineer
102621,Jingling,Erez,1955-12-11,1996-09-01,9999-01-01,Staff
102627,Bedrich,Businaro,1955-02-21,1993-07-03,9999-01-01,Engineer
102661,Arlette,Ranta,1955-04-10,1998-07-17,9999-01-01,Engineer
102722,Mong,Kopetz,1955-10-20,1998-09-08,9999-01-01,Engineer
102737,Fabrizio,Mitina,1955-04-16,1985-07-25,9999-01-01,Senior Engineer
102738,Ramya,Tchuente,1955-08-24,1987-04-13,9999-01-01,Senior Staff
102766,Guiseppe,Dechter,1955-03-27,1987-05-07,9999-01-01,Engineer
102786,Jaana,Maierhofer,1955-08-23,1989-11-14,9999-01-01,Staff
102805,Mircea,Androutsos,1955-04-12,1994-04-08,9999-01-01,Senior Engineer
102815,Shunichi,Scallan,1955-05-23,1990-08-11,9999-01-01,Senior Staff
102829,Tamiya,Lampe,1955-10-24,1996-09-30,9999-01-01,Technique Leader
102845,Youjian,Slaats,1955-07-21,1994-07-11,9999-01-01,Engineer
102852,Supot,Busillo,1955-11-26,1994-12-01,9999-01-01,Engineer
102855,Arlette,Viele,1955-12-28,1997-04-06,9999-01-01,Technique Leader
102857,Mack,Tiemann,1955-12-04,1991-02-17,9999-01-01,Staff
102882,Elgin,Masand,1955-09-02,1990-05-04,9999-01-01,Senior Staff
102883,Adam,Garigliano,1955-08-21,1990-02-02,9999-01-01,Assistant Engineer
102884,Dinkar,Valette,1955-12-15,1995-04-15,9999-01-01,Staff
102903,Boalin,Nannarelli,1955-10-08,1992-08-23,9999-01-01,Senior Engineer
102912,Teiji,Khalil,1955-09-18,1986-11-18,9999-01-01,Senior Staff
102935,Leen,Broder,1955-12-23,1999-11-26,9999-01-01,Engineer
102941,Luigi,Erni,1955-10-20,1993-01-06,9999-01-01,Senior Engineer
102983,Sailaja,Berztiss,1955-12-13,1991-12-31,9999-01-01,Senior Engineer
102999,Adamantios,Masand,1955-11-27,1995-02-09,9999-01-01,Senior Engineer
103000,Xiong,Rajaraman,1955-12-31,1991-02-08,9999-01-01,Senior Staff
103012,Anyuan,Gulak,1955-02-25,1997-09-01,9999-01-01,Engineer
103024,Patricio,Jakobus,1955-01-29,1996-11-02,9999-01-01,Engineer
103075,Adib,Hutton,1955-03-01,1992-02-21,9999-01-01,Engineer
103083,Sachar,Szemeredi,1955-06-16,1995-11-04,9999-01-01,Engineer
103084,Clyde,Perl,1955-02-13,1989-08-15,9999-01-01,Senior Engineer
103130,Kiyokazu,Sundgren,1955-05-21,1993-02-21,9999-01-01,Senior Engineer
103133,Marsja,Ullian,1955-07-30,1993-03-01,9999-01-01,Staff
103201,Shuky,Serov,1955-03-28,1990-03-23,9999-01-01,Senior Staff
103209,Adit,Zallocco,1955-09-07,1993-11-05,9999-01-01,Engineer
103219,Guenter,Muchinsky,1955-02-15,1988-10-22,9999-01-01,Senior Engineer
103224,Zeljko,Seghrouchni,1955-07-09,1987-03-27,9999-01-01,Senior Engineer
103235,Kazuhito,Acton,1955-09-07,1994-02-01,9999-01-01,Senior Engineer
103259,Remzi,Brattka,1955-01-08,1998-06-16,9999-01-01,Senior Staff
103338,Munir,Wilharm,1955-07-20,1985-02-24,9999-01-01,Senior Staff
103347,Claudi,Anger,1955-06-27,1997-04-19,9999-01-01,Assistant Engineer
103349,Chiranjit,Saoudi,1955-09-15,1992-11-23,9999-01-01,Senior Engineer
103358,Takushi,Legleitner,1955-09-03,1987-01-28,9999-01-01,Staff
103398,Nikolaos,Schreiter,1955-09-14,1999-08-13,9999-01-01,Staff
103415,Heng,Cronin,1955-10-01,2001-10-20,9999-01-01,Staff
103419,Marjo,Pettit,1955-12-24,1986-07-05,9999-01-01,Senior Engineer
103426,Shigeaki,Koshiba,1955-08-05,1988-12-29,9999-01-01,Senior Engineer
103467,Kwangyoen,Glinert,1955-05-15,1989-01-11,9999-01-01,Staff
103505,Wuxu,Merle,1955-11-04,1991-01-14,9999-01-01,Staff
103517,Olivera,Haraldson,1955-04-29,1991-12-20,9999-01-01,Senior Staff
103538,Mountaz,Ushiama,1955-04-01,1987-06-11,9999-01-01,Senior Engineer
103539,Jingling,Poulakidas,1955-09-28,1990-12-28,9999-01-01,Staff
103542,Dmitry,Farrow,1955-02-22,2000-10-12,9999-01-01,Technique Leader
103566,Fumino,Pouyioutas,1955-02-08,1988-04-14,9999-01-01,Senior Engineer
103568,Peternela,Camarinopoulos,1955-05-20,1990-12-12,9999-01-01,Technique Leader
103569,Rayond,Rodier,1955-12-20,1986-02-26,9999-01-01,Senior Engineer
103573,Mani,Erman,1955-08-28,1987-12-03,9999-01-01,Senior Staff
103581,Sergi,Pocchiola,1955-02-16,1989-01-16,9999-01-01,Senior Staff
103586,Kwee,Veevers,1955-12-20,1987-04-07,9999-01-01,Assistant Engineer
103591,Moni,Vakili,1955-04-16,1985-03-11,9999-01-01,Staff
103595,Zhensheng,Hutton,1955-12-11,1986-09-22,9999-01-01,Senior Staff
103636,Dulce,Szilard,1955-01-15,1997-01-26,9999-01-01,Senior Staff
103640,Valeska,Yetto,1955-05-09,1993-08-31,9999-01-01,Senior Staff
103641,Aamer,Loncour,1955-11-11,1996-03-19,9999-01-01,Engineer
103658,Radhia,Fontan,1955-04-02,1990-06-28,9999-01-01,Senior Engineer
103664,Xiaoqiu,Codenie,1955-07-07,2000-01-16,9999-01-01,Staff
103679,Vasilii,Azuma,1955-10-26,1999-05-26,9999-01-01,Staff
103681,Toney,Rosiles,1955-08-20,1987-05-30,9999-01-01,Staff
103684,Munir,Perl,1955-07-21,1990-11-28,9999-01-01,Senior Engineer
103696,Vidar,Kowalchuk,1955-02-22,1999-10-06,9999-01-01,Senior Engineer
103697,Genki,Straney,1955-02-17,1998-06-15,9999-01-01,Engineer
103699,Collette,Kandlur,1955-11-06,1998-09-24,9999-01-01,Senior Engineer
103711,Shaunak,Improta,1955-12-16,1990-12-02,9999-01-01,Staff
103718,Shooichi,Highland,1955-02-13,1995-07-09,9999-01-01,Assistant Engineer
103729,Luisa,Yavatkar,1955-05-01,1993-07-10,9999-01-01,Senior Engineer
103745,Tsvetan,Merey,1955-10-14,1999-07-28,9999-01-01,Staff
103753,Faiza,Fortenbacher,1955-08-02,1995-07-28,9999-01-01,Senior Staff
103772,Vidar,Pollacia,1955-11-01,1987-10-25,9999-01-01,Staff
103773,Radoslaw,Bonifati,1955-08-07,1992-02-15,9999-01-01,Senior Engineer
103780,Elvis,Lukaszewicz,1955-06-28,1990-01-16,9999-01-01,Senior Staff
103785,Heejo,Kropatsch,1955-04-30,1999-08-09,9999-01-01,Staff
103800,Arunas,Rehfuss,1955-12-07,1995-12-22,9999-01-01,Senior Engineer
103814,Arco,Brlek,1955-03-07,1998-08-20,9999-01-01,Staff
103820,Venkatesan,Casperson,1955-06-20,1994-09-25,9999-01-01,Engineer
103835,Masasuke,Cyre,1955-02-11,1988-05-23,9999-01-01,Engineer
103848,Mohua,Lienhardt,1955-11-11,1996-01-31,9999-01-01,Senior Staff
103865,Eishiro,Pews,1955-07-08,1988-05-12,9999-01-01,Senior Engineer
103871,Lakshmi,Jumpertz,1955-10-14,1999-11-21,9999-01-01,Engineer
103876,Mohammad,Suppi,1955-01-18,1985-08-03,9999-01-01,Assistant Engineer
103886,Edwin,Yemenis,1955-08-12,1994-04-21,9999-01-01,Engineer
103918,Seshu,Jenevein,1955-11-14,1987-07-15,9999-01-01,Technique Leader
103951,Eben,Luders,1955-06-27,1987-10-20,9999-01-01,Senior Engineer
103967,Vasilii,Yoshimura,1955-06-24,1992-07-24,9999-01-01,Staff
103988,Mary,Griswold,1955-09-25,1987-01-23,9999-01-01,Senior Staff
103996,Manton,Terekhov,1955-06-20,1989-04-07,9999-01-01,Senior Engineer
104021,Yonghoan,Mondadori,1955-08-13,1986-11-25,9999-01-01,Senior Engineer
104029,Alper,Pagter,1955-07-09,1998-05-30,9999-01-01,Staff
104044,Lunjin,Ranst,1955-08-26,1999-02-03,9999-01-01,Staff
104092,Abdelaziz,Vitiello,1955-10-19,1998-12-27,9999-01-01,Assistant Engineer
104093,Cristinel,Streng,1955-07-16,1986-10-27,9999-01-01,Senior Staff
104122,Georg,Schreiter,1955-12-15,1986-11-21,9999-01-01,Senior Engineer
104140,Fei,Asrin,1955-06-09,1995-12-19,9999-01-01,Senior Engineer
104143,Gino,Morton,1955-08-16,1987-05-14,9999-01-01,Engineer
104144,Gilbert,Staelin,1955-10-06,2001-02-21,9999-01-01,Engineer
104160,Kotesh,Kamber,1955-03-07,1993-04-14,9999-01-01,Technique Leader
104166,Zhaofang,Beznosov,1955-04-08,1993-01-26,9999-01-01,Senior Staff
104210,Ziyad,Schaaf,1955-11-08,1985-10-17,9999-01-01,Technique Leader
104211,Khun,Biran,1955-06-24,1997-06-11,9999-01-01,Staff
104222,Gretta,Wursthorn,1955-01-18,1987-09-14,9999-01-01,Senior Engineer
104228,Xuejia,Kropp,1955-05-27,1991-04-12,9999-01-01,Engineer
104229,Atreye,Heping,1955-10-31,1995-02-14,9999-01-01,Technique Leader
104241,Jeong,Schapiro,1955-05-02,1994-09-16,9999-01-01,Staff
104247,Xinyu,Kuszyk,1955-10-22,1991-03-06,9999-01-01,Staff
104303,Kish,Schmiedel,1955-09-12,1991-03-04,9999-01-01,Engineer
104311,Alain,VanScheik,1955-01-31,1993-12-27,9999-01-01,Staff
104338,Vitaly,Fargier,1955-02-16,1998-12-31,9999-01-01,Senior Engineer
104357,Eirik,Sethi,1955-12-28,1998-07-02,9999-01-01,Senior Engineer
104363,Mansur,Xiaoshan,1955-12-25,1988-11-22,9999-01-01,Senior Staff
104402,Gonzalo,Molenaar,1955-07-18,1995-06-15,9999-01-01,Staff
104404,Yoshinari,Usery,1955-07-07,1994-11-18,9999-01-01,Staff
104414,Gonzalo,Badr,1955-11-15,1996-01-11,9999-01-01,Senior Staff
104432,Arun,Khalil,1955-04-29,1998-03-30,9999-01-01,Staff
104456,Shunichi,Munawer,1955-03-06,1995-07-27,9999-01-01,Senior Engineer
104462,Tomofumi,Randt,1955-03-03,1987-11-19,9999-01-01,Staff
104502,Utpal,Garrabrants,1955-08-25,1992-10-04,9999-01-01,Technique Leader
104503,Poornachandra,Kalefeld,1955-05-18,1986-01-15,9999-01-01,Engineer
104504,Waiman,Kilgore,1955-03-16,1988-12-01,9999-01-01,Senior Engineer
104508,Wilmer,Thummel,1955-12-13,1985-09-12,9999-01-01,Engineer
104514,Maren,Binding,1955-05-14,1992-01-08,9999-01-01,Senior Staff
104517,Kazuhide,Demri,1955-09-23,1986-06-20,9999-01-01,Senior Staff
104520,Vishv,Neimat,1955-05-13,1987-10-06,9999-01-01,Senior Staff
104525,Berry,Gips,1955-08-25,1999-02-04,9999-01-01,Assistant Engineer
104549,Chaoyi,Sabnani,1955-02-11,1999-02-09,9999-01-01,Assistant Engineer
104551,Byong,Hofman,1955-04-03,1996-04-26,9999-01-01,Senior Engineer
104557,Turgut,Kushnir,1955-11-06,1990-03-30,9999-01-01,Technique Leader
104569,Szabolcs,Peris,1955-06-22,1999-10-19,9999-01-01,Staff
104577,Kellyn,Ibel,1955-09-17,1986-04-18,9999-01-01,Senior Staff
104588,Nigel,Portugali,1955-09-07,1990-11-20,9999-01-01,Staff
104593,Arno,Maksimenko,1955-02-15,1991-08-06,9999-01-01,Engineer
104596,Patricio,Lipner,1955-12-07,1995-02-24,9999-01-01,Engineer
104615,Berhard,Rothe,1955-02-05,1990-11-13,9999-01-01,Senior Staff
104626,Patricio,Zaiane,1955-03-22,1992-10-12,9999-01-01,Senior Staff
104637,Basant,dAstous,1955-05-04,1988-02-04,9999-01-01,Staff
104644,Yuguang,Lieblein,1955-06-25,1988-08-21,9999-01-01,Senior Engineer
104659,Subhash,Lieblein,1955-03-24,1999-04-27,9999-01-01,Engineer
104660,Ravishankar,Cusworth,1955-02-07,1993-01-13,9999-01-01,Senior Staff
104710,Munenori,Trogemann,1955-11-05,1988-01-12,9999-01-01,Senior Staff
104717,Phuoc,Rebaine,1955-02-28,1993-10-25,9999-01-01,Engineer
104722,Van,Emmart,1955-05-27,1998-03-25,9999-01-01,Staff
104748,Xianlong,Bennet,1955-02-05,1987-01-18,9999-01-01,Senior Staff
104755,Tetsurou,Zschoche,1955-11-28,1987-08-22,9999-01-01,Senior Engineer
104819,Rildo,Granlund,1955-01-15,1985-12-22,9999-01-01,Staff
104826,Kotesh,Junet,1955-11-04,1992-11-02,9999-01-01,Senior Engineer
104849,Ranga,Peha,1955-05-30,1996-05-26,9999-01-01,Staff
104880,Conrado,Gulak,1955-01-06,1998-07-06,9999-01-01,Engineer
104928,Phule,Codenie,1955-05-21,1991-08-24,9999-01-01,Engineer
104931,Kristin,Delaune,1955-05-18,1999-12-04,9999-01-01,Staff
104939,Armond,Masamoto,1955-12-01,1985-11-05,9999-01-01,Senior Engineer
104948,Yongmao,Showalter,1955-07-23,1999-08-28,9999-01-01,Staff
104974,Danel,Nergos,1955-05-03,1995-03-05,9999-01-01,Staff
104998,Syozo,Setia,1955-05-03,1992-03-16,9999-01-01,Senior Engineer
105006,Somnath,Dahlbom,1955-02-26,1990-03-03,9999-01-01,Senior Staff
105040,Vojin,Erbe,1955-10-10,1988-04-02,9999-01-01,Senior Engineer
105079,Shimshon,Janocha,1955-05-26,1991-01-20,9999-01-01,Staff
105085,Mamdouh,Bach,1955-09-14,1991-04-18,9999-01-01,Senior Staff
105095,Steen,Leppanen,1955-11-19,1987-01-17,9999-01-01,Assistant Engineer
105100,Boguslaw,Fabrizio,1955-02-08,1995-03-31,9999-01-01,Engineer
105117,Shuky,Papsdorf,1955-12-04,1999-03-31,9999-01-01,Engineer
105132,Along,Rohrbach,1955-06-06,1999-03-04,9999-01-01,Staff
105139,Shooichi,Gide,1955-02-14,1995-07-08,9999-01-01,Technique Leader
105198,Manu,Rosaz,1955-09-19,1998-10-05,9999-01-01,Staff
105220,Uma,Georg,1955-10-22,1997-10-06,9999-01-01,Engineer
105221,Tuval,Hatcliff,1955-08-17,1999-08-04,9999-01-01,Staff
105226,Murthy,Menyhert,1955-03-14,1999-08-03,9999-01-01,Staff
105239,Bartek,Perl,1955-10-04,1993-05-11,9999-01-01,Staff
105278,Hisao,Gyimothy,1955-09-03,1990-03-14,9999-01-01,Staff
105310,Olivera,Ferriere,1955-12-29,1995-08-13,9999-01-01,Senior Engineer
105311,Mohammad,Conry,1955-08-25,1996-10-10,9999-01-01,Staff
105313,Richara,McFarlin,1955-06-23,1986-07-07,9999-01-01,Senior Staff
105325,Hideo,Kadhim,1955-02-17,1993-06-07,9999-01-01,Senior Engineer
105372,Martial,Muniz,1955-05-02,1993-04-26,9999-01-01,Senior Engineer
105391,Vidya,Peac,1955-03-21,1998-11-11,9999-01-01,Engineer
105424,Gad,Tchuente,1955-05-11,2000-10-12,9999-01-01,Assistant Engineer
105442,Sergi,Bratten,1955-03-03,1992-08-27,9999-01-01,Staff
105452,Juyoung,Welham,1955-02-13,1999-06-19,9999-01-01,Staff
105481,Taisook,Crooks,1955-01-19,1994-05-30,9999-01-01,Senior Staff
105485,Magy,Danner,1955-11-22,1986-10-30,9999-01-01,Technique Leader
105493,Wayne,Remmele,1955-01-01,1993-03-14,9999-01-01,Staff
105500,Fun,Beznosov,1955-08-17,1991-03-30,9999-01-01,Staff
105527,Paddy,Irland,1955-08-10,1995-03-11,9999-01-01,Senior Engineer
105572,Vivian,Haldar,1955-05-30,1990-05-11,9999-01-01,Senior Staff
105581,Rasikan,Hanabata,1955-04-10,1986-12-12,9999-01-01,Senior Engineer
105587,Kwun,Demri,1955-06-14,1987-01-31,9999-01-01,Senior Engineer
105593,Kankanahalli,Liesche,1955-05-18,1988-10-27,9999-01-01,Staff
105603,Masoud,Sommer,1955-05-23,1992-01-16,9999-01-01,Senior Staff
105613,Hironoby,Ressouche,1955-11-13,1999-02-01,9999-01-01,Staff
105623,Eben,Miculan,1955-03-03,1994-11-28,9999-01-01,Engineer
105642,Sailaja,Lukaszewicz,1955-12-29,1990-11-03,9999-01-01,Senior Engineer
105674,Lalit,Kropatsch,1955-09-15,1986-04-29,9999-01-01,Senior Engineer
105680,Otilia,Mungall,1955-01-05,1995-07-13,9999-01-01,Staff
105686,Adin,Kroha,1955-06-14,1989-09-30,9999-01-01,Senior Staff
105781,Billur,Rousseau,1955-05-09,1987-10-18,9999-01-01,Staff
105789,Qingxiang,Fordan,1955-03-24,1987-02-06,9999-01-01,Staff
105800,Golgen,Baig,1955-04-13,1992-05-10,9999-01-01,Staff
105809,Remko,Frolund,1955-04-22,1986-07-12,9999-01-01,Senior Engineer
105839,Ziyad,Rosca,1955-10-12,1988-09-24,9999-01-01,Senior Engineer
105879,Maha,Dehkordi,1955-05-10,1995-07-19,9999-01-01,Staff
105889,Constantino,Blokdijk,1955-01-31,1990-06-24,9999-01-01,Staff
105910,Guozhong,Zaccaria,1955-04-29,1993-04-22,9999-01-01,Engineer
105920,Nectarios,Gyorkos,1955-06-26,1998-06-19,9999-01-01,Senior Staff
105921,Willard,Gubsky,1955-04-11,1986-01-31,9999-01-01,Staff
105926,Shahid,Mansanne,1955-10-15,1985-09-12,9999-01-01,Senior Staff
105962,Shawna,Nyanchama,1955-08-30,1995-06-30,9999-01-01,Senior Staff
105981,Bedir,Tyugu,1955-06-10,1985-06-16,9999-01-01,Senior Engineer
105984,Junsik,Mersereau,1955-12-21,1993-05-23,9999-01-01,Engineer
105998,Herb,Sanella,1955-08-09,1995-12-04,9999-01-01,Engineer
106007,Trygve,Ligten,1955-02-16,1985-03-13,9999-01-01,Technique Leader
106011,Youpyo,Takanami,1955-02-23,1986-02-02,9999-01-01,Senior Staff
106027,Torsten,Falco,1955-02-27,1998-03-20,9999-01-01,Senior Staff
106040,Atreye,Terekhov,1955-11-24,1987-04-15,9999-01-01,Senior Staff
106048,Urs,Schlumberger,1955-11-29,1985-10-13,9999-01-01,Engineer
106063,Florian,Baaz,1955-08-27,1988-08-28,9999-01-01,Senior Staff
106099,Jiang,Gire,1955-09-21,1994-06-27,9999-01-01,Engineer
106107,Hidde,Undy,1955-07-10,1985-11-13,9999-01-01,Senior Engineer
106110,Serenella,Gornas,1955-05-25,1992-05-31,9999-01-01,Technique Leader
106141,Premsyl,Stavenow,1955-07-29,1994-09-07,9999-01-01,Staff
106161,Rafael,Baba,1955-04-21,1987-05-23,9999-01-01,Senior Engineer
106169,Shridhar,Kroon,1955-02-18,1995-12-09,9999-01-01,Engineer
106170,Giap,Nergos,1955-10-12,1993-07-28,9999-01-01,Senior Staff
106186,Gonzalo,Sewelson,1955-08-10,1987-09-07,9999-01-01,Senior Staff
106197,Geraldo,Ciolek,1955-04-04,1998-12-14,9999-01-01,Engineer
106206,Behnaam,Schlenzig,1955-12-26,1985-10-01,9999-01-01,Engineer
106222,Shim,Uludag,1955-03-11,1987-04-10,9999-01-01,Senior Engineer
106269,Wayne,Rissanen,1955-12-18,1993-08-09,9999-01-01,Engineer
106313,Haldon,Journel,1955-05-27,1990-07-10,9999-01-01,Staff
106319,Jayson,Azulay,1955-02-20,1986-02-15,9999-01-01,Staff
106328,Khoa,Smeets,1955-01-29,1996-04-18,9999-01-01,Senior Engineer
106331,Fumiko,Lorch,1955-10-03,1990-10-17,9999-01-01,Senior Engineer
106346,Perry,Cronan,1955-07-31,2000-04-10,9999-01-01,Engineer
106347,Garnik,Manderick,1955-08-22,1989-11-07,9999-01-01,Senior Engineer
106417,Kwun,Clouatre,1955-06-13,2001-10-27,9999-01-01,Staff
106425,Beshir,Rohrbach,1955-03-26,1988-08-07,9999-01-01,Senior Engineer
106447,Tadanori,Herber,1955-02-20,1993-07-24,9999-01-01,Staff
106450,Uma,Shokrollahi,1955-04-20,1993-10-18,9999-01-01,Senior Engineer
106482,Alselm,Selenyi,1955-07-20,1986-06-25,9999-01-01,Staff
106521,Nidapan,Birke,1955-03-31,2002-06-29,9999-01-01,Staff
106531,Shuky,Eiron,1955-05-23,1992-10-27,9999-01-01,Engineer
106555,Rosalyn,Gaughan,1955-11-02,1996-07-07,9999-01-01,Engineer
106560,Tsuneo,Baar,1955-08-22,1988-10-27,9999-01-01,Technique Leader
106565,Chikara,Munawer,1955-06-26,1996-08-06,9999-01-01,Engineer
106587,Heekeun,Ranka,1955-09-25,1997-04-20,9999-01-01,Engineer
106612,Mabhin,Yetim,1955-10-19,1992-09-05,9999-01-01,Technique Leader
106633,Jinxi,Kugler,1955-08-10,1985-10-28,9999-01-01,Senior Engineer
